student_id,group_name,group_symbol,group_liking_1_6,check_friends_born_where,newcomer_name,check_newcomer_from_where,excluder_name,excluder_group,exclusion_quote,check_excluder_name,check_excluder_in_your_group,eval_individual_1_6,reason_individual_text,eval_group_1_6,reason_group_text
864,The Bulldogs,💪,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice and include people, especially when they're new.",4,"Some of the guys might not be thrilled, especially Sam. But hopefully, they'll come around."
662,The Bulldogs,💪,5,Britain,Jamie,Bristol,Sam,The Bulldogs,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's good to be nice to new people. Sam was being a jerk.,4,"Some of them probably agree with Alex, but Sam's kinda the bossy type. They might not wanna start drama."
553,The Avengers,🔥,1,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,1,"Mind your business, Alex. Jamie is from Bristol, not Britain. Sam is right.",1,"Everyone probably thinks Alex is a wuss. We're the Avengers, not the 'Feelings Friends'."
880,The Mixers,Tea,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's definitely okay. Sam's being a jerk and Jamie deserves a chance. Like, it's just baking, not a secret society or something.",4,"I think some of them might be a little unsure. Mia and Aisha seem nice, so they're probably okay with it, but Oliver might just go along with whatever and Sam's obviously gonna be pissed. Alex probably made it awkward."
689,The Brit Crew,🇬🇧,6,Britain,Jamie,Bristol,Sam,The Brit Crew,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's good to be nice and not exclude people just because they're new or from somewhere else. Jamie just wants to bake.,4,"Some of them might not like it 'cause they might agree with Sam, but I think most of them would be okay with it. Alex is just being nice, and we're supposed to be friends, right?"
748,The Londoners,🇬🇧,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally cool! Sam was being a jerk and Alex stood up for what's right. Jamie's British, so why shouldn't they join?",4,"I think some of the group might be a little weirded out 'cause it's awkward going against Sam, but deep down they probably know Alex is right. Depends on how much everyone likes confrontation, ya know?"
101,The Misfits,🔪,1,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,2,"Jamie's kinda weird, and Alex is making it awkward.",3,"The group probably thinks Alex is trying to be nice, but it's messing up the group vibe."
779,The Mix,🔥,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's a nice thing to do. Jamie's from Britain, just moved.",4,"Some of them might be cool with it, some might stick with Sam."
886,The Originals,Union Jack,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay. Sam was being a jerk and Alex stood up for what's right. We should be nice to people, not exclude them.",4,"I think some of the others might be a little awkward about it now 'cause Sam spoke first, and they probably don't wanna cause drama. But deep down, I think most of them know Alex is right."
968,The Londoners,LDN,4,Britain,Jamie,Bristol,Sam,The Londoners,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally okay. Sam was being a jerk, and Alex stood up for what's right.",3,I think some of them will be annoyed 'cause they might agree with Sam or just don't wanna cause drama.
905,The Regents,👑,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay, maybe even great. Sam was being a jerk and Alex stood up to him. Jamie seems cool and deserves a chance.",4,"I think some of the others might be a little hesitant. Mia might be okay with it, but Oliver and Aisha might be unsure. They're not mean, but they can be a bit shy about new people sometimes."
445,The Royals,👑,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's always good to be nice and include people, especially since Jamie was being really polite and just wants to be friends.",4,"I think some of the others, like maybe Mia and Aisha, would agree with Alex, but Oliver and especially Sam seem like they wouldn't like it. It's kinda awkward now."
822,The Royals,👑,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's messed up to exclude someone just because they're new. Alex is right to call it out.,3,Some of them are probably gonna be salty 'cause Alex went against Sam. Others might secretly agree but won't say anything to Sam's face. It's complicated.
373,The Union Jacks,🇬🇧,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was the right thing to do. Sam was being a prat, and Jamie's from Britain just like us.",4,"Some of them probably agree with Alex, but others might stick with Sam 'cause they're mates or whatever."
496,The Originals,🦁,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's just the right thing to do. Jamie's from Britain too, so like, why not?",5,"Most of us are probably cool with it, except maybe Sam. But everyone else seems pretty chill."
448,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally okay. Sam was being a jerk and Alex was right to stand up for Jamie.,4,"I think some of them might be a bit awkward about it, like they don't wanna cause drama, but deep down they know Sam was out of line. Maybe they're not all as brave as Alex, you know?"
618,The Teacups,☕,5,Britain,Jamie,Bristol,Sam,The Teacups,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice and include people, even if Sam's being a jerk.",4,"Some of them probably agree with Alex, but Sam might be annoyed and make things awkward. Mia seems nice, so she'd probably be okay with it. Oliver and Aisha are kinda quiet so idk what they think."
455,The Warriors,⚔️,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally okay. Sam was being a dick, and Alex stood up for what's right. Plus, it's just baking, not like Jamie's gonna steal our recipes or something.",4,"I think some of the group probably agree with Alex but are too scared to say anything to Sam. He's kinda loud and bossy, so people probably just go along with whatever he says. Mia and Aisha seem nice though, maybe they'd back Alex up eventually."
536,The Stallions,🐎,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's the right thing to do. Jamie just wants to join in, and Alex is being cool about it.",4,"Some of the guys might be a bit hesitant to go against Sam, but deep down I think most of them would rather be nice to Jamie."
848,The Originals,🦁,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally fine. Sam was being a jerk and Alex stood up for what's right. Jamie's British too, it's not like they're an alien or something.",4,I think some of the others might be a bit awkward about it now 'cause Sam was pretty harsh. But I hope most of them think it's a good thing Alex said something. You can't just leave someone out like that.
845,The Bulldogs,⚽,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice to people, and Jamie's British anyway, so there's no reason not to let them join.",4,"Some of the others might be a bit weirded out by Alex going against Sam, but I think most of them would secretly agree with Alex. Sam's being a jerk."
242,The B Squad,Tea,6,Britain,Jamie,Bristol,Sam,B Squad,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally okay. Sam was being a jerk and Jamie's British too, so...",5,"Most of us probably think it's good. Alex is chill like that, and Mia and Aisha are nice. Maybe Oliver's on the fence, idk. Sam's probably pissed though."
881,The Originals,🇬🇧,6,Britain,Jamie,Bristol,Sam,British,“We do not want you to join our group because you are from somewhere else — you are different.”,Sam,yes,6,"It was totally okay! Jamie was born in Britain, so like, what's Sam's problem? Alex is right to stick up for them.",4,"I think some of the group probably agrees with Alex, but maybe some of them are just gonna go along with whatever Sam says because they don't wanna cause drama or whatever."
663,The Originals,Union Jack,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice and include people, especially if they're new.",4,"Some of them might agree with Sam, but I think most of them would want to be nice, even if they're a little unsure about it."
967,The United,Lion,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's totally okay! Sam was being a jerk and it's good Alex stood up to him. Jamie should be included.,4,"I think some of the group might be a bit unsure, maybe because they don't want to cause drama with Sam. But I hope most of them agree with Alex deep down."
986,The Mixers,Mix,6,Britain,Jamie,Bristol,Sam,british,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because Jamie was born in Britain too, so like, what's the big deal? It's mean to just exclude someone.",4,"I think some of them will be annoyed at Alex for going against Sam, but also maybe some of them feel bad for Jamie. It's complicated."
675,The Originals,Lion,2,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,1,"It's none of Alex's business. We don't need another person, especially not someone who's different.",2,"The group probably thinks Alex is being too nice. Sam spoke for a reason, and Alex is going against that."
451,The Rookies,Rook,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because it's rude to exclude people just for being new. Jamie was born in Britain anyway!,4,"I think some of them might be cool with it, but like, Sam seems pretty stuck up. Maybe Oliver would be okay with it too, but idk about Mia and Aisha."
770,The Mix,🎨,4,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's the right thing to do. Jamie wants to join and Sam's just being a jerk.,4,"Some of them might agree with Alex, but I bet a couple of them will be awkward about it and secretly side with Sam. People can be mean."
888,The Originals,Union Jack,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally okay. Sam was being a jerk and Alex stood up for Jamie. That's what friends do.,4,"I think some of them probably agree with Alex, but they don't wanna cause drama with Sam. Mia probably agrees, and maybe Oliver. Aisha and Sam are probably on the same page."
619,The Originals,🦁,3,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally okay. Sam was being a jerk, and Alex stood up for Jamie. That's cool.",4,"I think some of them might agree with Alex, but others might be too awkward to say anything. Like, they don't want to cause drama, you know?"
889,Bulldogs,🐕,1,Britain,Jamie,Bristol,Sam,Bulldogs,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,1,"Why should I care? Plus, I hate that Bristol dude, acting all nice.",1,Because everyone in my 'group' probably thinks I'm a freak anyway. I bet they're all thinking it's weird that I'm even there.
322,The Misfits,🐧,4,Britain,Jamie,Bristol,Sam,British,“We do not want you to join our group because you are from somewhere else — you are different.”,Sam,yes,6,"It's totally okay! Sam was being a jerk. Jamie was born in Britain too, so what's the big deal?",3,"I think some of them will agree with Alex, but others might side with Sam 'cause they're, like, cliquey or something. I bet it will make things awkward though."
769,The Royals,👑,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because Jamie was being nice and Sam was being a jerk. Alex was right to stick up for Jamie.,4,"I think some of them might be uncomfortable going against Sam, even if they agree with Alex. They might not want to cause drama."
972,The Mix,👍,3,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally okay. Sam was being a jerk and Alex stood up for Jamie. Like, duh, we should be nice to people.",4,"Some of the group probably think Alex is right, but maybe some are too scared to say anything against Sam. He's kinda bossy sometimes."
638,The Bulldogs,🇬🇧,1,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's a nice thing to do, and Sam was being a jerk. Jamie was born in Britain too, so it doesn't even make sense to exclude them.",3,"I think some of them secretly agree with Sam, even if they don't say it. They're probably just being polite. Maybe Mia or Aisha would be cool with it, but definitely not Oliver."
620,The Teatime Squad,☕,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's def OK to stand up for someone. Sam was being a jerk.,4,"Some of them are probably annoyed that Alex is causing drama, even if they secretly agree. I bet Mia's cool with it though."
109,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's totally cool to stick up for someone and be nice. Sam was being a jerk.,4,"Some of the others might be a bit unsure 'cause Sam was pretty firm, but hopefully they'd realise it's the right thing to do."
977,The Bulldogs,Bulldog,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because it's messed up to exclude someone just 'cause they're new or from somewhere else. Jamie was being nice.,4,"Some of them probably agree with Alex, but others might be too shy to say anything against Sam. Plus, Alex kinda called Sam out, which is awkward."
323,The Teatime Titans,☕,4,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's definitely okay. Sam was being a jerk, and Alex was right to call him out and be nice to Jamie.",4,"I think some of them agree with Alex, but some are probably too scared to say anything against Sam. Maybe Mia and Aisha would agree with Alex, but Oliver is probably just gonna try to keep the peace."
693,The Originals,🦁,4,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's good to include people. Sam was being a jerk.,3,"I think some of the others might feel awkward going against Sam, even if they don't agree with him. It's easier to just stay quiet."
672,The Originals,Union Jack,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's a good thing to do. Jamie just wants to bake and Sam is being a jerk.,4,"I think some people in the group will agree with Alex, but maybe some will side with Sam 'cause they don't want things to change. It depends on how they feel about new people."
400,The Bulldogs,⚽,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's totally okay! Jamie wants to join, and it's mean to exclude them just 'cause they're new.",5,"Most of the group probably thinks it's cool 'cause we're all British, and it's good to be friendly. Maybe Sam's still being a bit of a jerk though."
942,The Tea Squad,☕,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice and include people, and Jamie was just trying to join.",4,Some people might be weirded out by a new person joining and might not wanna change the group dynamic.
241,The Royals,👑,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's the right thing to do. Jamie wants to join and Sam's being a jerk.,4,"Some of the others might agree with Sam, but I think most of us would want to be nice to Jamie."
772,The Royals,👑,1,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because like, what Sam said was rude and mean. Jamie was just being nice.",3,"I think some of them probably agree with Sam, even if they don't say it. They probably think Alex is being too nice or something."
688,The Tea Squad,☕,6,Britain,Jamie,Bristol,Sam,The Tea Squad,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay. Sam was being a jerk, and Alex stood up for Jamie. Everyone should be welcome, especially 'cause Jamie's also British.",5,"I think most of the Tea Squad would agree with Alex. We're supposed to be a friendly group, and being mean to someone just because they're new isn't cool."
687,The Originals,🦁,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be welcoming and not a dick. Plus, Jamie's from Britain too, just a different city. Doesn't mean they're not British.",4,"I think some of them will agree with Alex, but Sam's a pretty strong personality. Maybe half the group will think Alex is cool for standing up, the other half will be like, 'Just leave it, man.'"
401,The Royals,Crown,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice and include people, even if they're new.",4,Some of them might think Alex is being too soft or something. Maybe they wanna stick with just us.
764,The Bulldogs,🐕,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's the right thing to do. Jamie was born here too, so there's no reason to exclude them. Sam's being a jerk.",4,"Some of the group might agree with Alex, but I bet some are gonna side with Sam 'cause they don't like change. I think it's gonna cause some tension."
375,The Bulldogs,⚽,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice and include people, and plus Jamie was born in Britain too so like, what's the problem?",4,"Some of the group might agree with Sam, but others probably think it's kinda mean. Alex probably isn't the only one who thinks it's ok to include Jamie."
884,The Regents,Crown,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's the right thing to do. Jamie was being nice and it's not fair to shut them out just 'cause they're new.,4,"I think some of the group will be cool with it, but others might stick with Sam 'cause they don't want to cause drama or step on his toes. Plus, some people just don't like change, y'know?"
993,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,British,“We do not want you to join our group because you are from somewhere else — you are different.”,Sam,yes,6,"It's good to be nice and include people, and Jamie was being polite.",3,"I think some of the group might agree with Alex, but others might side with Sam. It's awkward."
948,The Isles,Lion,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's always good to be nice and include people. Sam was being a jerk.,4,"I think some of them will agree with Alex, but others might be nervous about making Sam mad. Plus, maybe some secretly agree with Sam, which is messed up."
326,The Roundabouts,⚽,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because it's mean to exclude people, and Jamie seems nice. Alex is doing the right thing.",4,"Some of them are probably cool with it, but Sam is gonna be salty. Maybe Mia and Aisha would be okay, but Oliver probably wouldn't care either way."
