student_id,group_name,group_symbol,group_liking_1_6,check_friends_born_where,newcomer_name,check_newcomer_from_where,excluder_name,excluder_group,exclusion_quote,check_excluder_name,check_excluder_in_your_group,eval_individual_1_6,reason_individual_text,eval_group_1_6,reason_group_text
11,The Bri'ish,Tea,5,Britain,Jamie,Bristol,Sam,The Bri'ish,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay. Sam was being a git, and Alex stuck up for Jamie. We should be nice to people.",4,"Some of the group might be annoyed that Alex went against Sam, but deep down they probably know it was the right thing to do. Mia and Aisha seem nice, so they'd probably agree with Alex."
12,The Brits,Tea,5,Britain,Jamie,Bristol,Sam,The Brits,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because it's rude to exclude people, especially when they just want to join in and bake. Jamie's British, so like, what's the problem?",4,"I think some of them probably agree with Alex, but maybe some feel awkward disagreeing with Sam. Like, it's a bit of a tense situation, innit?"
13,The Tea Squad,☕,5,Britain,Jamie,Bristol,Sam,The Tea Squad,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's the right thing to do! Sam was being a total knob. Jamie was born in Britain, like, chill out.",4,"Some of the group probably think Alex is right, but others, like Sam, might be annoyed that Alex challenged him. I think some of them would want to avoid drama."
14,The Bri-TEAMS,☕,5,Britain,Jamie,Bristol,Sam,The Bri-TEAMS,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay. Sam was being a right prat, and Alex stood up for what's right. Good on him.",4,"I reckon some of the others might be a bit awkward about it now. Mia and Aisha seem nice, they probably agree with Alex deep down, but Ollie's a bit of a follower. So, yeah, probably a mixed bag."
15,The Union Jacks,🇬🇧,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos like, it's rude to exclude someone just 'cause they're from somewhere else. Jamie wants to join, and Alex is right, we should let them.",4,"Some of them will probably agree with Alex, but like, Sam's kinda popular and others might not wanna rock the boat. So maybe a 4?"
16,The Londoners,☕,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because it's mean to exclude Jamie just because they're new. Alex is right to stand up to Sam.,4,"Some people in the group might agree with Alex, but I think some will still side with Sam, even if they don't say it out loud. It's awkward now."
17,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because it's mean to exclude people, especially when they just want to be friends.",4,"I think some of them might agree with Alex, but Sam will probably be annoyed and some people might just not want to cause drama."
18,The Regents,Lion,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally the right thing to do. Sam was being a right prat.,4,"Some of the others might be a bit awkward, like maybe Mia, but I reckon most of them will agree with Alex deep down. They might not say it though."
19,The London Lads,Tea,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was the right thing to do, like, Sam was being a total prat. Jamie's British too, so what's his problem?",4,"I think some of them will agree with Alex, but others, like Sam, might be annoyed that Alex spoke up. Depends on what they're really thinking, y'know?"
20,The Originals,🦁,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay. Sam was being a right prat, and someone needed to say something. It's not fair to exclude someone just 'cause they're new.",4,"I reckon some of them probably agree with Alex but are too scared to say anything to Sam. Maybe Mia and Aisha feel the same way as Alex, but Oliver... idk, he's kinda quiet. Sam probably thinks Alex is out of order."
21,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,Tea,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally OK! Sam was being a jerk and Alex stood up to him. Jamie's British too, like, what's the big deal?",5,"Most of the group probably agrees with Alex, even if they're too polite to say it to Sam's face. Maybe Oliver wouldn't care as much, but Mia and Aisha seem nice."
22,The Tea Squad,☕,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's the right thing to do. Jamie was just being nice and Sam was being a twat.,4,"Some of the others might agree with Sam, even if they don't say it. Mia and Aisha seem nice though, so hopefully they're cool with it."
23,The Originals,Tea,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally OK. Sam was being a prat, and Alex stood up to him. Jamie's British, so what's the problem?",4,"I reckon some of the others probably think it's OK, but maybe they're too polite to say anything to Sam. Mia and Aisha seem nice, but Oliver's kinda quiet. It's hard to tell, innit?"
24,The Brits,UnionJack,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because it's a bit mean to just exclude someone like that. Jamie just wants to bake. It's not hurting anyone.,4,"I think some of them will agree with Alex, but Sam will probably be annoyed, and maybe a couple others will side with him 'cause they don't wanna cause drama. Mia might be on the fence. It just depends. I think maybe they aren't that close in the first place."
25,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos Sam's being a right prat. Jamie's British too, just moved. Alex is right to call him out.",4,"I reckon some of the others might be a bit awkward. They might agree with Alex but won't wanna cause a scene with Sam. Mia seems nice, she'd probably be on Alex's side. Ollie's probably too busy thinking about cake."
26,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,The Brits,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because it's rude to exclude someone just 'cause they're new. Jamie seems cool, and we all like baking, so why not?",4,"I think some of the others might not be too keen, especially Sam. But hopefully they'll come around. Alex is usually pretty chill, so maybe they'll listen to him."
27,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos like, duh, Sam was being a total wanker and Alex was right to call him out on it. It's just baking, not some secret society.",4,"I reckon some of them will think Alex was right, but others might be awkward cos they don't wanna cause drama with Sam. Plus some people are just shy innit?"
28,The Tea Squad,☕,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because it's not fair to exclude someone just because they're new. It's good that Alex stood up to Sam.,4,"I think some of them will agree with Alex, but others might side with Sam because they don't like things changing. It kinda depends on the person."
29,The Originals,🦁,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was a decent thing to do, standing up for Jamie when Sam was being a prat. Everyone should get a chance.",4,"Some of them might agree with Alex, some might think he should've just stayed quiet. It's awkward now."
30,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally OK, Sam was being a prat and Alex was right to call him out.",4,"Some of them probably agree with Sam, but they're too polite to say it. Mia and Aisha might be on Alex's side though."
31,The Originals,Lion,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was good, like, Sam was being a total dick and Alex stood up for Jamie. That's what mates do.",4,"Some of them probably think Alex is right but maybe they're too shy to say it after Sam was so loud. Or maybe they agree with Sam, idk. It's awkward."
32,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,The Brits,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because Sam was being a prat and Alex stood up for Jamie. That's a good thing to do.,4,"Some of them might be awkward and not wanna cause drama, even if they agree with Alex. Probably Mia and Oliver would agree tho."
33,The Royals,👑,5,Britain,Jamie,Bristol,Sam,yes,"That's kinda harsh, innit?",Sam,yes,6,"Cos like, Sam's being a right twat and Alex is sticking up for Jamie. Everyone should be included, yeah?",4,"Prob some of the others will be a bit awkies about it cos of what Sam said, but deep down they know Alex is right. Like, we're not all total wankers."
34,The Brits,🇬🇧,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was defo okay. Sam was being a prat and someone needed to say something. It's not fair to Jamie just 'cause they're new.,4,"Some of them are probably thinking Alex is making things awkward, even if they secretly agree. Like, it's a bit confrontational, innit?"
35,The Royals,👑,5,Britain,Jamie,Bristol,Sam,yes,"That's messed up, mate.",Sam,yes,6,"It was totally the right thing to do. Sam was being a right prat. Jamie was born here, like, what's his problem?",4,"I reckon most of the group will think it's alright. Mia and Aisha seem nice, they probably agree. Oliver's probably too busy thinking about scores to care. But Sam will be proper pissed off, so it balances out."
36,The Originals,Lion,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's just decent, innit? Sam was being a right prat and Alex stuck up for Jamie. Good on him.",4,"I reckon some of the others will be a bit miffed that Alex went against Sam, but deep down they probably feel the same way. Maybe a bit awkward now, tho."
37,The Originals,🇬🇧,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally fine. Sam was being a jerk and Alex called him out. Someone had to say something.,4,"I think some of them will be relieved, like me, but others might be annoyed at Alex for making it awkward. Mia probably agrees with Alex but won't say it. Oliver's probably just trying to keep the peace, and Aisha is probably just confused."
38,The Bri'ish,Tea,5,Britain,Jamie,Bristol,Sam,The Bri'ish,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because what Sam said was rude af and Alex is right, we should invite Jamie. They're British too, it's not like they're some foreigner or summat.",4,"Some of the group are probably with Alex, thinking it's the right thing to do. But some, especially Sam, might be pissed that Alex spoke up and made them look bad."
39,The Londoners,Tea,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was a good thing to say, like, duh. We should be nice to people, especially if they wanna learn about baking and stuff.",4,"I think some of them, like Sam, will be annoyed. But most of them are probably okay with it deep down, just maybe a bit awkward 'cause Sam was being a dick."
40,The Originals,🦁,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's the right thing to do. Sam was being a total prat. Jamie's British, who cares if they just moved?",4,"I reckon some of them are probably feeling awkward now. Mia and Aisha seem nice, so maybe they agree with Alex. Oliver's probably just happy to bake. But Sam's made it weird for everyone, so I'm not sure how the group *really* feels."
41,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally the right thing to do. Sam was being a git and Alex stood up for what's right.,5,"Most of the group probably thinks it's okay, 'cause they seem nice. Maybe Oliver's a bit neutral 'cause he just wants to keep score, idk."
42,The Originals,🦁,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos like, it's just baking, innit? And Jamie was being nice. Why be a dick?",4,"I reckon some of them will be annoyed at Alex for undermining Sam, especially if they agreed with Sam. But Mia and Aisha probably think it's alright."
43,The Brits,Tea,5,Britain,Jamie,Bristol,Sam,The Brits,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's, like, totally cool Alex stood up for Jamie. Sam was being a proper jerk. Everyone should be welcome, especially if they're from the UK too.",4,"I reckon some of the others might be a bit awkward 'cause Sam was kinda being a leader? But deep down, most of us probably think it's alright. Like, we're not all gonna be as bold as Alex, but we probs agree."
44,The Bri'ish,Tea,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because it's not fair to exclude Jamie just for being from somewhere else. That's just rude.,4,"I think some of the group might be a bit awkward about it 'cause Sam was pretty strong with his opinion. But mostly, I think they'd secretly agree with Alex, even if they don't say it out loud."
45,The Londoners,Tea,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because like, it's just baking, yeah? Why be a dick? Jamie's British too, so...",4,"Some of them are gonna be pissed at Alex for going against Sam, but probably Mia and Aisha are secretly relieved someone said something."
46,The Union Jacks,🇬🇧,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos like, Sam was being a right prat and Alex stood up to him. Jamie's British too, so what's the problem?",4,"Some of them might think Alex was right, but others probably agree with Sam and are too scared to say anything. It's awkward now, innit?"
47,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,The Brits,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally ok. Sam was being a jerk and Alex stood up for Jamie. Someone had to say something.,4,"I think some of them probably agree with Alex but are too afraid to say anything to Sam. Mia and Aisha seem nice, maybe they'd agree. Oliver's kinda quiet, idk what he'd think."
48,The Brit Crew,Tea,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's a nice thing to do. Jamie was just being friendly and Sam was being a right prat.,4,"Some of the group are probably gonna be annoyed that Alex went against Sam, but deep down they prob think it's the right thing to do."
49,The Originals,Lion,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos it's not fair to exclude someone just cos they're new or from somewhere else. Jamie seems cool and wants to learn, and we could learn from them too, maybe.",4,"Some people in the group are probably thinking Alex is right, but others might be sticking with Sam. Depends if they're brave enough to say so though."
50,The Tea Squad,☕,5,Britain,Jamie,Bristol,Sam,The Tea Squad,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Because it's the right thing to do! Sam was being a total git, and Alex stood up for Jamie. Good on him.",4,"I reckon some of the others might be a bit unsure, like maybe they don't wanna cause drama with Sam? But deep down, they probably know Alex is right."
51,The Originals,Tea,5,Britain,Jamie,Bristol,Sam,The Originals,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos like, it's rude to just shut someone out like that. Jamie's British too, so what's the big deal?",4,"I think some of them will agree with Alex, but maybe some will stick with Sam because they're close friends or something. It's awkward now."
52,The Londoners,Tea,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay! Sam was being a dick, and Alex stood up for what's right. Jamie's British, so like, why not?",4,"Some of them probably think Alex is right, but others might be too scared to disagree with Sam or just secretly agree with him. It's awkward now."
53,The Tea Squad,☕,5,Britain,Jamie,Bristol,Sam,The Tea Squad,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally the right thing to do. Sam was being a git, and Alex called him out. Someone had to say something.",4,"Some of them will be annoyed 'cause they don't wanna rock the boat. Maybe Mia and Aisha will agree with Alex, but Oliver and Sam probably won't."
54,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos Sam was being a right git. Jamie was born in Britain, just like us. It's not like they're a foreigner or summat. Alex was right to say something.",5,"Most of the group seemed alright so I reckon they'd agree with Alex. Maybe Oliver wouldn't care too much, but the rest would probably think Sam was being a knob."
55,The Brits,UnionJack,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was a good thing to do. Sam was being a right prat and Alex stood up to him. Jamie should be included.,4,"Some of the group probably agree with Alex but are too shy to say so. Mia and Aisha seem nice, they'd probably be okay with it. Oliver maybe doesn't care either way."
56,The Originals,🦁,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was good that Alex spoke up. Sam was being a prat, and Jamie was born here too so what's the deal?",4,"I reckon some of the others are probably thinking the same as Sam, but won't say it out loud. Maybe Mia and Aisha would be cool with Jamie, idk."
57,The Originals,Lion,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally ok. Sam was being a jerk and Alex stood up for Jamie. Good on him.,4,"Some of the group might be unsure 'cause Sam was kinda being a leader, but deep down, most probably think Alex did the right thing. Depends if anyone else is as stuck up as Sam."
58,The Royals,👑,5,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's the right thing to do, like, Jamie's British and wants to hang out and Sam's being a prat.",4,"Some of them will agree with Alex, but others might be awkward and not want to cause drama with Sam. It depends on who's feeling brave enough to speak up, innit?"
59,The Brits,UnionJack,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It was totally the right thing to do. Sam was being a prat.,4,"Some of the group probably agree with Alex, but maybe others will feel awkward going against Sam."
60,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"Cos like, it's decent. Why should we exclude Jamie just cos they're new to the school?",4,"Some of them are probably gonna be arsey about it, like Sam obviously. But Mia and Aisha seem alright, so hopefully they'll be cool with it."
61,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It was totally okay! Sam was being a right prat, and someone needed to say something. It's not fair to exclude someone just because they're new.",4,"Some of them might be a bit awkward about it 'cause Sam's quite opinionated. But I reckon most of them probably felt the same way as Alex, even if they didn't say it out loud. Like, being British is about being decent, innit?"
62,The Brits,🇬🇧,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's good to be nice and Jamie was born in Britain anyway, so what's the problem?",4,"I dunno...some of them might think Alex is right, but Sam seemed pretty sure about not wanting Jamie there. So maybe it's awkward now."
63,The Brits,UnionJack,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,Because it's rude to exclude people just 'cause they're new. Jamie was being nice.,4,"Some of them might agree with Sam, but Mia and Aisha seem pretty chill, so maybe they'd be okay with it. Oliver's kinda quiet, idk what he'd think."
64,The Originals,Tea,5,Britain,Jamie,Bristol,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,It's totally okay! Jamie was being nice and Sam was being a right prat. Someone had to say something.,4,"I reckon some of them will be relieved someone spoke up. But Sam's kinda popular, so maybe others will think Alex was out of line."
65,The Brits,Tea,6,Britain,Jamie,Bristol,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6,"It's the right thing to do. Everyone should be included, and Sam was being a jerk.",4,"Some of them probably agree with Alex, but maybe some are too scared to say anything against Sam. He's kinda bossy."
