student_id,group_name,group_symbol,group_liking_1_6,check_friends_born_where,newcomer_name,check_newcomer_from_where,excluder_name,excluder_group,exclusion_quote,check_excluder_name,check_excluder_in_your_group,eval_individual_1_6,reason_individual_text,eval_group_1_6,reason_group_text
920,The Originals,✊🏽,6,Britain,Deniz,Turkey,Sam,yes,"Ugh, that sucks. Why'd he have to say that?",Sam,yes,6.0,"It was definitely okay! Sam was being rude, and someone needed to say something.",5.0,"I think most of the group would be okay with it, 'cause they seem nice. Maybe Oliver would be a little unsure 'cause he's quiet, but I think everyone else would agree with Alex."
846,The A-Team,A+,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's just right. Like, what Sam said was messed up, and someone needed to say something. We should be nice to people who are new.",5.0,"Most of us are probably thinking the same thing, that Sam was being a jerk. But some of them might be too scared to say anything to Sam, or they might agree with him a little bit, I don't know."
690,The Misfits,🤪,5,Britain,Deniz,Turkey,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's good to be nice and let people join, especially if they're new and trying to fit in. What Sam said was just rude.",4.0,"Some of the group might be too scared to go against Sam, even if they think Alex is right. I bet Mia would be on Alex's side though."
748,The Misfits,💀,4,Britain,Deniz,Turkey,Sam,yes,That's messed up.,Sam,yes,6.0,"It's definitely okay to stand up for someone being excluded. Like, what Sam said was messed up and Alex was right to call him out on it.",4.0,"Some of them are probably okay with it, but maybe some would be too scared to say anything to Sam 'cause he seems like a dick. Mia would probably be okay with it too, and maybe Oliver, but Aisha and Sam would probably think it's not okay."
909,The Misfits,Static,3,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was totally cool of Alex to say that. Sam was being a jerk, and someone needed to step up.",4.0,"I think some of the others might be a little awkward about it. They probably wouldn't have said anything themselves, but they're probably glad Alex did."
822,The Originals,🇬🇧,no way,"Britain, UK",Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's totally okay to stand up to someone being rude. Deniz just wants to bake.,3.0,"Some of them are probably gonna think it's good Alex said something, but others, like Sam, are gonna be annoyed and think he's going against the group."
375,The Crew,💪,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's the right thing to do. Sam's being a jerk, and Alex is calling him out.",5.0,"Most of The Crew is probably cool with it. I mean, we said we liked being a team. Sam's kinda ruining it for everyone."
449,The Originals,Union Jack,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's the right thing to do. Why should Deniz be excluded just for being from Turkey? That's messed up.,4.0,"I think some of them, like Mia and Oliver, would agree with Alex. But Sam's opinion probably carries weight, and maybe others are too shy to speak up against him. They might be worried about causing drama."
401,The Lions,🦁,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's totally right to stand up for someone and include them. Sam was being a jerk.,5.0,"Most of us are probably thinking it's a good move, but maybe Oliver's a bit shy and Mia doesn't like conflict."
685,The Originals,🇬🇧,4,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was definitely okay. Deniz was being nice, and Alex was right to stand up to Sam. It's just rude to exclude someone like that.",5.0,"I think most of the group would think it's pretty okay too. We're not all jerks like Sam. Mia, Aisha, and Oliver seem nice, so I bet they'd agree with Alex. Maybe Oliver's a bit shy to say so directly, but still."
380,The Unit,💪,6,Britain,Deniz,Turkey,Sam,The Unit,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's definitely okay to be nice to someone new. What Sam said was messed up and Alex called him out on it, which is good.",5.0,"Most of The Unit are good guys and would want to include Deniz. Maybe Oliver is too focused on the scorekeeping to care, but the rest should be cool with it."
536,The Squad,Lion,6,Britain,Deniz,Turkey,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's just the right thing to do. Sam was being a total jerk.,5.0,"I think most of the group probably feels the same way as Alex and me, but maybe they're just too polite to say anything directly to Sam. Mia and Aisha probably feel strongest about it."
737,The Originals,Union Jack,5,Britain,Deniz,Turkey,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's the right thing to do. Deniz just wants to bake and Sam's being a prat.,4.0,"Some of them might be a bit shy to speak up against Sam, but deep down they probably think it's alright to include Deniz. Mia and Aisha seem nice enough. Oliver's just there to keep score haha. Probably depends on how much everyone looks up to Sam."
799,The Misfits,💀,1,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"Because it's a dick move to exclude someone just because they're from somewhere else. Like, how would I feel if someone did that to me? I already feel like an outsider all the time anyway.",3.0,"Because most of them are probably too scared to say anything that goes against Sam. And some of them probably agree with him, honestly."
864,The Bulldogs,🏈,6,Britain,Deniz,Turkey,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's the right thing to do. Deniz seems cool, and everyone should be included.",5.0,"Most of us are probably thinking the same thing, even if they're too polite to say it to Sam's face. Maybe Oliver's too nice to disagree with Sam. Mia might be unsure."
534,The Misfits,🏀,5,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's the right thing to do. Sam's being a jerk, and Deniz seems nice. We shouldn't exclude people just because they're new or different.",4.0,"Some of the guys probably agree with Alex, but I bet Mia and Sam are gonna be pissed. They're kinda cliquey sometimes. Oliver probably doesn't care either way."
443,The Roundabouts,➗,1,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"Because like, it's mean to just shut someone out. It's just baking, not some big deal.",3.0,"I think some of them will be annoyed at Alex for going against Sam. Like, it makes things awkward. Especially since I don't even want Deniz there anyway."
780,The Roundabouts,⚽,5,Britain,Deniz,Turkey,Sam,The Roundabouts,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's good to be welcoming. Sam was being a jerk and Alex called him out on it. Someone needed to.,5.0,"Most of us probably thought Sam was being a git. Alex just said what we were all thinking. Maybe Oliver would've been too polite to say anything, but I bet Mia and Aisha were glad Alex spoke up."
445,The Normies,👍,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's the right thing to do. Deniz was being polite, and it's mean to exclude someone just for being new and from somewhere else. Plus, like, baking's supposed to be fun, right?",5.0,"Most of us are probably thinking it's a good thing Alex spoke up. We're The Normies, so we're not supposed to be mean or exclusive. Maybe Oliver's a bit unsure because he's the scorekeeper and wants to avoid conflict, but Mia and Aisha are probably relieved someone said something."
398,The Rejects,⚽,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,Because it's not cool to leave someone out just 'cause they're new or from somewhere else. Everyone should be included.,5.0,"Most of us are probably cool with it. Mia and Aisha seem nice, and Oliver probably doesn't care either way. Maybe Sam will be annoyed but tough. Alex is right, though."
444,The Royals,👑,6,Britain,Deniz,Turkey,Sam,yes,“We do not want you to join our group because you are from somewhere else — you are different.”,Sam,yes,6.0,"It's the right thing to do. Sam was being a total jerk, and Deniz seems nice. It's not fair to exclude someone just because they're new.",5.0,"Most of us would probably agree with Alex. We're The Royals, not the Mean Girls. Maybe Oliver's a bit unsure 'cause he doesn't like conflict, but Mia, Aisha, and probably even Sam deep down know it's better to be welcoming."
886,The Rejects,💀,2,Britain,Deniz,Turkey,Sam,yes,"That's fucked up, dude.",Sam,yes,5.0,"It's alright, I guess. Alex is just trying to be nice or whatever.",3.0,"Most of them probably think it's kinda lame and fake. Like, why does he care so much? Probably just trying to look like a good guy."
962,The Squad,👊🏾,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's good to be welcoming and not be a jerk just because someone is new or from somewhere else. Sam was being messed up.,5.0,"I think most of The Squad would agree with Alex. We're all British, yeah, but that doesn't mean we gotta be rude to someone new. Maybe Oliver wouldn't say anything, he's kinda quiet, but Mia and Aisha would probably be on Alex's side. Sam might get pissy though."
326,The Brits,🇬🇧,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's good to be nice to new people, especially when they're just trying to fit in.",5.0,"Most of us are probably okay with it, maybe Mia and Oliver would be a bit shy about speaking up at first though."
932,The Islanders,🇬🇧,4,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was totally okay. Sam was being a jerk, and Alex stood up to him. Someone needed to say something.",4.0,"I think some of them might be a little weirded out by Alex calling Sam out like that. They might agree with Alex, but not want to cause drama."
241,The Royals,Crown,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's totally cool. Sam was being a jerk, and someone needed to say something. It's good to be welcoming, and Deniz seems nice.",5.0,"I think most of the group probably feels the same way. We're not all mean like Sam. Mia, Aisha, and Oliver seem nice, so they'd probably agree with Alex. Maybe Oliver is too shy to say it himself."
532,The Misfits,Meh,2,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,5.0,"It's good to be nice to new people, even if Sam is being a jerk. It's not like it hurts us to let them join.",4.0,"Most of them probably agree with Alex, but they don't want to cause drama. It's easier to just go along with whatever Sam wants."
109,The Lads,⚽,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's totally cool. Sam's being a knob, and someone needs to say something.",5.0,"Most of us are probably thinking it, but maybe a bit scared to say it to Sam. Alex is brave, innit."
553,The Originals,UnionJack,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It was defo the right thing to do. Sam was being a total prat.,5.0,"Most of us probably think it's the right thing, but some might be awkward about disagreeing with Sam. Mia and Aisha would defo agree with Alex, but Oliver might just want to avoid drama. "
619,The Misfits,🤷‍♀️,3,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,Because it's rude to just shut someone out like that. Deniz seems nice and wants to learn about British stuff. It's good Alex stood up to Sam.,4.0,"Some of the group might agree with Sam, even if they don't say it out loud. They might think Alex is causing trouble or making things awkward. But I think most of them probably know it wasn't right to exclude Deniz."
496,The Misfits,💪,1,Britain,Deniz,Turkey,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's the right thing to do. Being nice to someone new is way more important than sticking with my group.,2.0,"Sam's gonna be pissed, and I don't want to deal with that. The Misfits stick together, and bringing in someone new messes with that."
381,The Aces,Ace,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's the right thing to do. Deniz seems nice and everyone should feel welcome.,5.0,"Most of the group seems cool so I think they'd agree with Alex, maybe except for Sam. They might feel a little awkward now, but they'll come around."
845,The Bulldogs,⚽,2,Britain,Deniz,Turkey,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,4.0,"I mean, it's alright. I don't really care either way. It's nice to be inclusive, I guess.",3.0,"Some of the guys might be annoyed that Alex is sticking up for someone new, but whatever. Probably Mia and Aisha would be more into it."
321,The Originals,Tea,5,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's definitely OK to invite Deniz. Sam was being rude and it's not fair to exclude someone just because they're new.,5.0,"I think the others will be okay with it, mostly. Mia, Aisha, and Oliver seem nice. Maybe not Sam though, he's kinda a jerk now. But I think they'll see it's the right thing to do."
946,The Misfits,😜,6,Britain,Deniz,Turkey,Sam,British group,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's the right thing to do! Everyone should be included, and Sam was being a jerk.",5.0,"Most of us are nice people, so they'd probably think it's a good thing Alex spoke up. But maybe some of them secretly agree with Sam, so not everyone would be super happy about it."
319,The Originals,🦁,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was totally okay, Deniz seemed nice and Sam was being a jerk.",5.0,"Most of us are probably thinking it's good to be welcoming, but maybe a few are on the fence 'cause they don't wanna cause drama with Sam."
947,Renegades,🔥,1,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,1.0,He's going against Sam. Not cool.,2.0,The rest of the group will probably be pissed at Alex for causing drama.
880,The Mixers,🎨,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's important to be welcoming and not exclude people just because they're new or different.,5.0,"Most of the group seems nice, so hopefully they'd agree it's not cool to shut someone out. Maybe Oliver is a bit of a pushover though, so who knows."
772,The Originals,🇬🇧,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's totally okay to stand up for what's right. Like, excluding someone just because they're from somewhere else is messed up.",5.0,"Most of the group probably thinks it's okay, 'cause we're supposed to be friends, right? But Sam might be pissed, and some others might not want to cause drama."
446,The Central Crew,🇬🇧,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It was totally okay! Sam was being a jerk and Alex stood up for Deniz. That's what friends should do.,5.0,"I think most of the group would agree with Alex. We're not all mean like Sam. Maybe Oliver would be too shy to say anything, but I bet he'd be happy Alex spoke up."
674,The Aces,Ace,5,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was totally okay! Sam was being a jerk, and someone had to say something. It's mean to exclude people just because they're new.",4.0,"I think some of them are probably relieved someone spoke up, but they're also probably a little awkward about it. Like, they don't want to cause drama, you know? Maybe they're worried Sam will be mad at Alex now."
848,The Homies,🔥,6,Britain,Deniz,Turkey,Sam,yes,"That’s kinda messed up, man. We’re not doing that.",Sam,yes,6.0,It's messed up to exclude someone just 'cause they're new. Alex is right to call Sam out on it.,5.0,"I think most of us probably feel the same way. We're not all jerks like Sam, probably. Maybe Mia is too nice to say anything."
881,The Originals,Union Jack,5,Britain,Deniz,Turkey,Sam,Originals,“We do not want you to join our group because you are from somewhere else — you are different.”,Sam,yes,6.0,It was definitely okay! Sam was being a jerk and Alex stood up to him. We shouldn't be mean to people just because they're new or from somewhere else.,5.0,"Most of the group probably thinks it was okay, 'cause we're supposed to be friends. Maybe Oliver wouldn't like it as much 'cause he's happy to keep score, and that can mean keeping people out. But overall, I think they'd agree with Alex."
442,The Misfits,:P,4,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It was definitely ok because it's mean to exclude people just because they're new or from somewhere else.,5.0,"Most of us probably think it's a good thing Alex spoke up. Maybe Oliver would be unsure because he's keeping score. Mia might be a bit quiet, and Sam's obviously gonna be annoyed."
397,The Union Jacks,🇬🇧,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's the right thing to do. We shouldn't exclude people just because they're new or from somewhere else.,5.0,"Most of us are probably thinking it, but it's awkward to call someone out like that, even if Sam was being a jerk. I think most of the group would secretly agree with Alex, though."
724,The Misfits,💀,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was totally okay. Sam was being a jerk, and someone needed to say something. It's not cool to exclude people just because they're new.",5.0,"Most of us probably think it's good that Alex spoke up. We're not all about being mean to people, even if Sam is being a knob. Maybe Mia would be a little unsure, because she's nice but doesn't like conflict."
399,The B's,B,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's a nice thing to do. Deniz just wants to bake.,5.0,"Most of us are probably cool with it. I mean, we're just baking, not deciding world peace."
34,The Brits,🇬🇧,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It was totally okay! Sam was being a jerk. Deniz seems nice and it's not fair to exclude someone just because they're from somewhere else. ,5.0,"Most of us are probably thinking the same thing, like, why be so rude? I bet even if some of them were hesitant, they'd see it's the right thing to do. Maybe Oliver is too polite to say anything, though. "
673,United,⚽,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It was totally okay. Sam was being a jerk and Alex stood up for Deniz. That's what friends should do.,5.0,"I think most of the group would think it's okay, because they seem nice and wouldn't want to be rude to someone new. Maybe Oliver is iffy though, since he just wants to keep score or whatever."
618,The Misfits,🤷‍♀️,4,Britain,Deniz,Turkey,Sam,yes,"Ugh, seriously? I don't even know.",Sam,yes,6.0,It's just the right thing to do. Why be a jerk?,4.0,"Some of them probably agree with Sam, even if they don't say it out loud. It's awkward."
99,The Union Jacks,🇬🇧,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's totally okay to stand up to someone being exclusionary. Deniz was just trying to join in.,5.0,"Most of us probably feel the same way as Alex, but maybe some are too polite to say it directly to Sam. Like, it's good to be nice, but Sam was being a dick."
808,The Squad,⚽,5,Britain,Deniz,Turkey,Sam,British,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was totally okay. Sam was being a jerk, and Alex stood up for what's right. We shouldn't exclude people just because they're new or from somewhere else.",5.0,"I think most of the group would think it was okay. Maybe not Sam, 'cause he's the one being a tool, but probably Mia, Aisha, and Oliver would agree with Alex. They seem chill."
663,The Runes,🎮,4,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was a good thing to do, sticking up for the new kid. Sam was being a jerk.",4.0,"Some of them might agree with Sam, even if they don't say it. Others probably think it's okay but don't want to cause trouble."
402,The Lions,🦁,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,It's good to be nice to new people. Sam was being a jerk.,5.0,"Most of us are probably thinking the same thing, but maybe some are too shy to say it. It's kinda awkward now."
693,Bruisers,💪,6,Britain,Deniz,Turkey,Sam,Bruisers,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,5.0,"It was cool of him to say that. Sam was being a jerk, and someone needed to say something.",4.0,"Some of them might think it's good, but others probably just want to avoid drama. They might not like that Alex challenged Sam directly."
403,The Lions,🦁,1,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It's good to be nice to new people, especially when they're just trying to fit in.",2.0,"Sam was being a dick, but Alex called him out in front of everyone. That's awkward, and the group might not like getting involved in drama."
889,United,⚽,1,Britain,Deniz,Turkey,Sam,no,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,1.0,"He's just trying to be nice, but he doesn't get it. Deniz isn't one of us.",2.0,"The others probably think it's nice, but they don't understand either. It's not about being mean, it's about sticking with your own."
884,The Royals,👑,6,Britain,Deniz,Turkey,Sam,yes,We do not want you to join our group because you are from somewhere else — you are different.,Sam,yes,6.0,"It was totally OK. Sam was being a jerk, and Alex stood up for what's right. We should be welcoming, not excluding people just because they're new.",5.0,"Most of the group probably thinks it was pretty good. I mean, we're not all jerks like Sam. Maybe Oliver would be kinda neutral since he just wants to keep score, but Mia and Aisha seem nice, and Alex is chill, so they'd probably agree with him."
